"GeneID","BCK_eIF4E_KD_DSG_2020.csv~1","BCK_eIF4E_KD_DSG_2023.xlsx~1","BCK_eIF4E_KD_DSG_2023.xlsx~2","BCK_eIF4E_KD_DSG_2023.xlsx~3","BCK_eIF4E_RIP_2016.csv~1","BCK_eIF4E_RIP_2025.csv~1","BCK_Ezr_RIP_2025.csv~1","JC list_4E interaction proteins.csv~1","JCM_NCBP2_OE_DEG_2024.csv~1","JCM_NCBP2_OE_rMATS_2024.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"ENSG00000175471",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.683",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3404",NA
"ENSG00000175471",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.683",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3405",NA
"ENSG00000175471",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.683",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3406",NA
"ENSG00000175471",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.683",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3407",NA
"ENSG00000175471",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.684",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3403",NA
"ENSG00000175471",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.684",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3404",NA
"ENSG00000175471",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.684",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3405",NA
"ENSG00000175471",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.684",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3406",NA
"ENSG00000175471",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.684",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3407",NA
"ENSG00000176273",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.688",NA,NA,NA,NA,NA,NA,NA
"ENSG00000176542",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.689","BCK_eIF4E_RIP_2016.csv~1.413",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1008",NA
"ENSG00000177335",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.690",NA,NA,NA,NA,NA,NA,NA
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1013","MG_eIF4E_OE_DSG_2018.csv~1.374"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1013","MG_eIF4E_OE_DSG_2018.csv~1.375"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1013","MG_eIF4E_OE_DSG_2018.csv~1.376"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1014","MG_eIF4E_OE_DSG_2018.csv~1.374"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1014","MG_eIF4E_OE_DSG_2018.csv~1.375"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1014","MG_eIF4E_OE_DSG_2018.csv~1.376"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3431","MG_eIF4E_OE_DSG_2018.csv~1.374"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3431","MG_eIF4E_OE_DSG_2018.csv~1.375"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3431","MG_eIF4E_OE_DSG_2018.csv~1.376"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3432","MG_eIF4E_OE_DSG_2018.csv~1.374"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3432","MG_eIF4E_OE_DSG_2018.csv~1.375"
"ENSG00000177479",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.691","BCK_eIF4E_RIP_2016.csv~1.2788","BCK_eIF4E_RIP_2025.csv~1.931",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3432","MG_eIF4E_OE_DSG_2018.csv~1.376"
"ENSG00000178177",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.692",NA,NA,NA,NA,NA,NA,NA
"ENSG00000178852",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.693",NA,NA,NA,NA,NA,NA,NA
"ENSG00000179151",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.694",NA,"BCK_eIF4E_RIP_2025.csv~1.946",NA,NA,NA,NA,NA
"ENSG00000179195",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.695","BCK_eIF4E_RIP_2016.csv~1.602",NA,NA,NA,NA,NA,NA
"ENSG00000179912",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.704","BCK_eIF4E_RIP_2016.csv~1.3146",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3471",NA
"ENSG00000179950",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.705",NA,NA,NA,NA,NA,NA,NA
"ENSG00000180329",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.706",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.158",NA
"ENSG00000180329",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.706",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3476",NA
"ENSG00000180329",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.706",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3477",NA
"ENSG00000180758",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.707",NA,NA,NA,NA,NA,NA,NA
"ENSG00000182150",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.711",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1024",NA
"ENSG00000182150",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.711",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3491",NA
"ENSG00000182446",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.712","BCK_eIF4E_RIP_2016.csv~1.939",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1025",NA
"ENSG00000182446",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.712","BCK_eIF4E_RIP_2016.csv~1.939",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1026",NA
"ENSG00000182446",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.712","BCK_eIF4E_RIP_2016.csv~1.939",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3496",NA
"ENSG00000182446",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.712","BCK_eIF4E_RIP_2016.csv~1.939",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3497",NA
"ENSG00000182446",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.712","BCK_eIF4E_RIP_2016.csv~1.939",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3498",NA
"ENSG00000182795",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.713",NA,NA,NA,NA,NA,NA,NA
"ENSG00000182796",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.714","BCK_eIF4E_RIP_2016.csv~1.1583",NA,NA,NA,NA,NA,NA
"ENSG00000182973",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.715",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1029",NA
"ENSG00000182973",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.715",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1030",NA
"ENSG00000183696",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.724",NA,NA,NA,NA,NA,NA,NA
"ENSG00000184014",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.725","BCK_eIF4E_RIP_2016.csv~1.1605",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1033",NA
"ENSG00000184014",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.725","BCK_eIF4E_RIP_2016.csv~1.1605",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1034",NA
"ENSG00000184014",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.725","BCK_eIF4E_RIP_2016.csv~1.1605",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3529",NA
"ENSG00000184014",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.726","BCK_eIF4E_RIP_2016.csv~1.1605",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1033",NA
"ENSG00000184014",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.726","BCK_eIF4E_RIP_2016.csv~1.1605",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1034",NA
"ENSG00000184014",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.726","BCK_eIF4E_RIP_2016.csv~1.1605",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3529",NA
"ENSG00000184014",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.727","BCK_eIF4E_RIP_2016.csv~1.1605",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1033",NA
"ENSG00000184014",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.727","BCK_eIF4E_RIP_2016.csv~1.1605",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1034",NA
"ENSG00000184014",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.727","BCK_eIF4E_RIP_2016.csv~1.1605",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3529",NA
"ENSG00000184083",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.728","BCK_eIF4E_RIP_2016.csv~1.2118",NA,NA,NA,NA,NA,NA
"ENSG00000185168",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.732",NA,NA,NA,NA,NA,NA,NA
"ENSG00000185379",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.734",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1042",NA
"ENSG00000185379",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.734",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1043",NA
"ENSG00000185379",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.734",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3552",NA
"ENSG00000186174",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.736",NA,NA,NA,NA,NA,NA,NA
"ENSG00000186376",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.737",NA,NA,NA,NA,NA,NA,NA
"ENSG00000186376",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.738",NA,NA,NA,NA,NA,NA,NA
"ENSG00000186635",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.739","BCK_eIF4E_RIP_2016.csv~1.614",NA,NA,NA,NA,NA,NA
"ENSG00000186792",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.740",NA,NA,NA,NA,NA,NA,NA
"ENSG00000186866",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.741","BCK_eIF4E_RIP_2016.csv~1.2457",NA,NA,NA,NA,NA,NA
"ENSG00000187630",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.742",NA,NA,NA,NA,NA,NA,NA
"ENSG00000188372",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.744",NA,NA,NA,NA,NA,NA,NA
"ENSG00000188906",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.746",NA,NA,NA,NA,NA,NA,NA
"ENSG00000189339",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.747","BCK_eIF4E_RIP_2016.csv~1.3118",NA,NA,NA,NA,NA,NA
"ENSG00000196247",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.749",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3618",NA
"ENSG00000196323",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.750",NA,NA,NA,NA,NA,NA,NA
"ENSG00000196391",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.751",NA,NA,NA,NA,NA,NA,NA
"ENSG00000196511",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.752",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3629",NA
"ENSG00000196646",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.753",NA,NA,NA,NA,NA,NA,NA
"ENSG00000196652",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.754",NA,NA,NA,NA,NA,NA,NA
"ENSG00000196693",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.755",NA,NA,NA,NA,NA,NA,NA
"ENSG00000197020",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.756",NA,NA,NA,NA,NA,NA,NA
"ENSG00000197020",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.757",NA,NA,NA,NA,NA,NA,NA
"ENSG00000197020",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.758",NA,NA,NA,NA,NA,NA,NA
"ENSG00000197302",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.760",NA,NA,NA,NA,NA,NA,NA
"ENSG00000198039",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.764",NA,NA,NA,NA,NA,NA,NA
"ENSG00000198690",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.766","BCK_eIF4E_RIP_2016.csv~1.41",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3697","MG_eIF4E_OE_DSG_2018.csv~1.408"
"ENSG00000198718",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.768",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3699",NA
"ENSG00000198718",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.768",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3700",NA
"ENSG00000198756",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.769",NA,NA,NA,NA,NA,NA,NA
"ENSG00000203791",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.771",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3719",NA
"ENSG00000204054",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.772",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3725",NA
"ENSG00000204054",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.772",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3726",NA
"ENSG00000204104",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.773","BCK_eIF4E_RIP_2016.csv~1.3607",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3727",NA
"ENSG00000204406",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.774",NA,"BCK_eIF4E_RIP_2025.csv~1.1094","BCK_Ezr_RIP_2025.csv~1.330",NA,NA,NA,NA
"ENSG00000205593",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.777",NA,NA,NA,NA,NA,NA,NA
"ENSG00000205726",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.778","BCK_eIF4E_RIP_2016.csv~1.3400",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1202",NA
"ENSG00000205744",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.779","BCK_eIF4E_RIP_2016.csv~1.3412",NA,NA,NA,NA,NA,NA
"ENSG00000211454",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.780","BCK_eIF4E_RIP_2016.csv~1.3734",NA,NA,NA,NA,NA,NA
"ENSG00000213390",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.781","BCK_eIF4E_RIP_2016.csv~1.2222",NA,NA,NA,NA,NA,NA
"ENSG00000213463",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.782",NA,NA,NA,NA,NA,NA,NA
"ENSG00000213963",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.783",NA,NA,NA,NA,NA,NA,NA
"ENSG00000214021",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.784","BCK_eIF4E_RIP_2016.csv~1.3407",NA,NA,NA,NA,NA,NA
"ENSG00000214021",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.785","BCK_eIF4E_RIP_2016.csv~1.3407",NA,NA,NA,NA,NA,NA
"ENSG00000214413",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.786",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3773",NA
"ENSG00000214413",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.786",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3774",NA
"ENSG00000214413",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.786",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3775",NA
"ENSG00000214783",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.787","BCK_eIF4E_RIP_2016.csv~1.1777",NA,NA,NA,NA,NA,NA
"ENSG00000214783",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.788","BCK_eIF4E_RIP_2016.csv~1.1777",NA,NA,NA,NA,NA,NA
"ENSG00000215190",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.790",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3782",NA
"ENSG00000215190",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.790",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3783",NA
"ENSG00000215193",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.791",NA,NA,NA,NA,NA,NA,NA
"ENSG00000222041",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.794",NA,NA,NA,NA,NA,NA,NA
"ENSG00000227354",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.796",NA,NA,NA,NA,NA,NA,NA
"ENSG00000228315",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.797","BCK_eIF4E_RIP_2016.csv~1.47",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3801",NA
"ENSG00000228486",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.798","BCK_eIF4E_RIP_2016.csv~1.3519",NA,"BCK_Ezr_RIP_2025.csv~1.353",NA,NA,NA,NA
"ENSG00000228794",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.799","BCK_eIF4E_RIP_2016.csv~1.2529",NA,NA,NA,NA,NA,NA
"ENSG00000237693",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.800",NA,NA,NA,NA,NA,NA,NA
"ENSG00000240065",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.801",NA,NA,NA,NA,NA,NA,NA
"ENSG00000240498",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.802",NA,NA,NA,NA,NA,NA,NA
"ENSG00000240498",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.803",NA,NA,NA,NA,NA,NA,NA
"ENSG00000241399",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.804",NA,NA,NA,NA,NA,NA,NA
"ENSG00000243667",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.805",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3822",NA
"ENSG00000244187",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.807",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3825",NA
"ENSG00000244187",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.807",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3826",NA
"ENSG00000244509",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.808",NA,NA,NA,NA,NA,NA,NA
"ENSG00000247240",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.810",NA,NA,NA,NA,NA,NA,NA
"ENSG00000248333",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.812","BCK_eIF4E_RIP_2016.csv~1.3345","BCK_eIF4E_RIP_2025.csv~1.1176","BCK_Ezr_RIP_2025.csv~1.371",NA,NA,NA,NA
"ENSG00000253352",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.814",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3850",NA
"ENSG00000254635",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.815","BCK_eIF4E_RIP_2016.csv~1.1134",NA,NA,NA,NA,NA,NA
"ENSG00000255769",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.816",NA,NA,NA,NA,NA,NA,NA
"ENSG00000256660",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.817",NA,NA,NA,NA,NA,NA,NA
"ENSG00000256667",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.818",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3854",NA
"ENSG00000256667",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.819",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3854",NA
"ENSG00000263001",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.820",NA,"BCK_eIF4E_RIP_2025.csv~1.1200",NA,NA,NA,NA,NA
"ENSG00000263956",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.821",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3864",NA
"ENSG00000274602",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.822",NA,NA,NA,NA,NA,NA,NA
"ENSG00000278311",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.823",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3890",NA
"ENSG00000286261",NA,NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.824",NA,NA,NA,NA,NA,NA,NA
"ENSG00000162924",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1",NA,NA,NA,NA,NA,NA
"ENSG00000115355",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.570",NA
"ENSG00000115355",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.571",NA
"ENSG00000115355",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2059",NA
"ENSG00000100503",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.3",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.42","MG_eIF4E_OE_DSG_2018.csv~1.219"
"ENSG00000100503",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.3",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1708","MG_eIF4E_OE_DSG_2018.csv~1.219"
