"geneSymbol","BCK_eIF4E_KD_DSG_2020.csv~1","BCK_eIF4E_KD_DSG_2023.xlsx~1","BCK_eIF4E_KD_DSG_2023.xlsx~2","BCK_eIF4E_KD_DSG_2023.xlsx~3","BCK_eIF4E_RIP_2016.csv~1","BCK_eIF4E_RIP_2025.csv~1","BCK_Ezr_RIP_2025.csv~1","JC list_4E interaction proteins.csv~1","JCM_NCBP2_OE_DEG_2024.csv~1","JCM_NCBP2_OE_rMATS_2024.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"B4GALT6",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.361",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.593",NA
"B4GALT6",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.361",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2115",NA
"B4GALT6",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.361",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2116",NA
"B4GALT6",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.361",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2117",NA
"B4GALT6",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.361",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2118",NA
"CCNI",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.362",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRPM6",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.363",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DLST",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.364",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2452","BCK_eIF4E_RIP_2025.csv~1.385","BCK_Ezr_RIP_2025.csv~1.92",NA,NA,NA,NA
"AFTPH",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.365",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.364",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.217","MG_eIF4E_OE_DSG_2018.csv~1.262"
"AFTPH",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.365",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.364",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1154","MG_eIF4E_OE_DSG_2018.csv~1.262"
"IDE",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.366",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.365",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2160","MG_eIF4E_OE_DSG_2018.csv~1.102"
"IDE",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.366",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.365",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2160","MG_eIF4E_OE_DSG_2018.csv~1.263"
"IDE",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.367",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.365",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2160","MG_eIF4E_OE_DSG_2018.csv~1.102"
"IDE",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.367",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.365",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2160","MG_eIF4E_OE_DSG_2018.csv~1.263"
"ARAP3",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.368",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTK2B",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.369",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.367","BCK_eIF4E_RIP_2016.csv~1.74",NA,NA,NA,NA,NA,NA
"PTK2B",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.369",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.368","BCK_eIF4E_RIP_2016.csv~1.74",NA,NA,NA,NA,NA,NA
"CEP89",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.370",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1762",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2179",NA
"ZMYM2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.371",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADGRB2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.372",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2184",NA
"ADGRB2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.373",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2184",NA
"ZRANB3",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.374",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2191",NA
"ZRANB3",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.375",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2191",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.376","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.619",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.376","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.620",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.376","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.621",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.376","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2196",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.376","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2197",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.376","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2198",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.376","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2199",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.377","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.619",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.377","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.620",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.377","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.621",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.377","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2196",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.377","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2197",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.377","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2198",NA
"KIAA1191",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.377","BCK_eIF4E_KD_DSG_2023.xlsx~2.179","BCK_eIF4E_KD_DSG_2023.xlsx~3.370","BCK_eIF4E_RIP_2016.csv~1.805",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2199",NA
"BBS9",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.378",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2210",NA
"BBS9",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.378",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2211",NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.379",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.65","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.379",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.374","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.379",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.375","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.380",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.65","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.380",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.374","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.380",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.375","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.381",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.65","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.381",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.374","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.381",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.375","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.382",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.65","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.382",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.374","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"POLM",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.382",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.375","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA,NA,NA,NA,NA
"EBPL",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.383",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2222",NA
"MMP19",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.384","BCK_eIF4E_KD_DSG_2023.xlsx~2.181",NA,NA,NA,NA,NA,NA,NA,NA
"IKZF4",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.385",NA,NA,NA,NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.271"
"IKZF4",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.386",NA,NA,NA,NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.271"
"METTL8",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.387",NA,NA,NA,NA,NA,NA,NA,NA,NA
"METTL8",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.388",NA,NA,NA,NA,NA,NA,NA,NA,NA
"METTL8",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNFX1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.390",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1776",NA,NA,NA,NA,NA,NA
"STAMBP",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.391",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1058",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2239",NA
"NUP153",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.392",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.109",NA,NA,NA,NA,NA,NA
"THOC2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.393",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NECAB3",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.394",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.907",NA,NA,NA,NA,NA,NA
"MCF2L",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.396",NA,NA,NA,NA,"BCK_Ezr_RIP_2025.csv~1.105",NA,NA,NA,NA
"PDCD2L",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.397",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRMD8",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.398",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSRP1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.399",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.326",NA,NA,NA,NA,NA,NA
"TMEM175",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.400",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2798",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.78",NA
"EPS15L1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.401",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.394","BCK_eIF4E_RIP_2016.csv~1.2339",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2282",NA
"EPS15L1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.401",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.395","BCK_eIF4E_RIP_2016.csv~1.2339",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2282",NA
"EPS15L1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.402",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.394","BCK_eIF4E_RIP_2016.csv~1.2339",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2282",NA
"EPS15L1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.402",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.395","BCK_eIF4E_RIP_2016.csv~1.2339",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2282",NA
"CHTF18",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.403",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.410",NA,NA,NA,NA,NA,NA
"KDM4B",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.404",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.333",NA,NA,NA,NA,NA,NA
"METTL25",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.405",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PEX1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.406",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.552",NA,NA,NA,NA,NA,NA
"APOL3",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.407",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.987",NA,NA,NA,NA,NA,NA
"TPST2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.408",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEDD8",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.409",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.404",NA,"BCK_eIF4E_RIP_2025.csv~1.461",NA,NA,NA,NA,NA
"NEDD8",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.409",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.404",NA,"BCK_eIF4E_RIP_2025.csv~1.1249",NA,NA,NA,NA,NA
"EPB41L4A",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.410",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2313",NA
"ECSIT",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.411",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.405",NA,NA,NA,NA,NA,NA,NA
"PGPEP1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.412",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIP1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.413",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1647",NA,NA,NA,NA,NA,NA
"SLC7A10",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.414",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_DEG_2024.csv~1.76","JCM_NCBP2_OE_rMATS_2024.csv~1.667",NA
"SYNE1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.415",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.806",NA,NA,NA,NA,NA,NA
"TBC1D5",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.416",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.673",NA
"TBC1D5",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.416",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.674",NA
"TBC1D5",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.416",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2346",NA
"TBC1D5",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.416",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2347",NA
"C3orf20",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.417",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.826",NA,NA,NA,NA,NA,NA
"NPHP4",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.418",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1144",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1160",NA
"NPHP4",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.418",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1144",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2355",NA
"NPHP4",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.418",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1144",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2356",NA
"PRKAB2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.419",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2359",NA
"ZNF304",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.420",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCLY",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.423",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1162",NA
"PTPRA",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.424",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.422","BCK_eIF4E_RIP_2016.csv~1.1673",NA,NA,NA,NA,NA,NA
"NASP",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.425",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2706",NA,NA,NA,NA,NA,NA
"PATJ",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.426",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2389","MG_eIF4E_OE_DSG_2018.csv~1.276"
"ATP8A2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.427",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP8A2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.428",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGAP3",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.430",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2403",NA
"TMTC1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.431",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICAL2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.432",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICAL2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.433",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICAL2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.434",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AP4B1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.435",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1447",NA,NA,NA,NA,NA,NA
"AP4B1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.436",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1447",NA,NA,NA,NA,NA,NA
"PPHLN1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.437",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.696",NA
"PPHLN1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.437",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.697",NA
"PPHLN1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.437",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.698",NA
"PPHLN1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.437",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2420",NA
"SOX5",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.439",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.433",NA,NA,NA,NA,NA,NA,NA
"PUM1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.440",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.434","BCK_eIF4E_RIP_2016.csv~1.245",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.85","MG_eIF4E_OE_DSG_2018.csv~1.45"
"PUM1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.440",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.434","BCK_eIF4E_RIP_2016.csv~1.245",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.225","MG_eIF4E_OE_DSG_2018.csv~1.45"
"PUM1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.440",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.435","BCK_eIF4E_RIP_2016.csv~1.245",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.85","MG_eIF4E_OE_DSG_2018.csv~1.45"
"PUM1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.440",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.435","BCK_eIF4E_RIP_2016.csv~1.245",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.225","MG_eIF4E_OE_DSG_2018.csv~1.45"
"PDGFRA",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.441",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLC37A2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.442","BCK_eIF4E_KD_DSG_2023.xlsx~2.206",NA,NA,NA,NA,NA,NA,NA,NA
"SRPK2",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.443",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNX14",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.444","BCK_eIF4E_KD_DSG_2023.xlsx~2.208",NA,NA,NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.282"
"ITGA7",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.445",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.3703",NA,NA,NA,NA,NA,NA
"REV1",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.446",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.175",NA,NA,NA,NA,NA,NA
"FLNB",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.447","BCK_eIF4E_KD_DSG_2023.xlsx~2.215",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.226","MG_eIF4E_OE_DSG_2018.csv~1.286"
"FLNB",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.447","BCK_eIF4E_KD_DSG_2023.xlsx~2.215",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2470","MG_eIF4E_OE_DSG_2018.csv~1.286"
